ENTIDAD_ID,ESTADO,DISTRITOS_TOTALES,PCT_MORENA,DISTRITOS_MORENA,PCT_DISTRITOS,ESCENARIO,TIPO_MAYORIA,MR_NECESARIOS,RP_NECESARIOS,PCT_VOTOS_NECESARIO
32,ZACATECAS,5,34.86776638089406,1,20.0,300-100 SIN TOPES,CALIFICADA,206,62,62.5
1,AGUASCALIENTES,4,31.66555691454279,1,25.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
2,BAJA CALIFORNIA,6,54.763392331110985,3,50.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
3,BAJA CALIFORNIA SUR,3,42.997038134024436,1,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
4,CAMPECHE,3,42.67660828853824,1,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
5,CHIAPAS,5,43.002058489994575,2,40.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
6,CHIHUAHUA,3,42.774626560106285,1,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
7,COAHUILA,8,39.180677652291415,3,37.5,200-200 SIN TOPES,CALIFICADA,140,128,64.0
8,COLIMA,6,38.58590298956263,2,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
9,CIUDAD DE MEXICO,12,41.55127007366435,5,41.66666666666667,200-200 SIN TOPES,CALIFICADA,140,128,64.0
10,DURANGO,4,40.39385520728062,1,25.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
11,GUANAJUATO,9,36.016378336401154,3,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
12,GUERRERO,6,50.31543402045858,3,50.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
13,HIDALGO,5,48.534195028198056,2,40.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
14,JALISCO,11,31.337710665030254,3,27.27272727272727,200-200 SIN TOPES,CALIFICADA,140,128,64.0
15,MEXICO,20,42.49,9,45.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
16,MICHOACAN,7,42.49,3,42.857142857142854,200-200 SIN TOPES,CALIFICADA,140,128,64.0
17,MORELOS,4,42.64149451460652,1,25.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
18,NAYARIT,3,42.54942096080667,1,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
19,NUEVO LEON,8,25.792150696751687,2,25.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
20,OAXACA,6,50.91784642853906,3,50.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
21,PUEBLA,9,44.86360897264446,4,44.44444444444444,200-200 SIN TOPES,CALIFICADA,140,128,64.0
22,QUERETARO,5,42.49,2,40.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
23,QUINTANA ROO,4,48.2703069682522,2,50.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
24,SAN LUIS POTOSI,5,23.443717284631212,1,20.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
25,SINALOA,5,53.32629040916983,2,40.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
26,SONORA,5,48.16211756385862,2,40.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
27,TABASCO,5,65.0396056879494,3,60.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
28,TAMAULIPAS,6,49.17376507449586,3,50.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
29,TLAXCALA,3,41.916153847263224,1,33.33333333333333,200-200 SIN TOPES,CALIFICADA,140,128,64.0
30,VERACRUZ,11,51.10611666676629,6,54.54545454545454,200-200 SIN TOPES,CALIFICADA,140,128,64.0
31,YUCATAN,5,42.49,2,40.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
32,ZACATECAS,4,34.86776638089406,1,25.0,200-200 SIN TOPES,CALIFICADA,140,128,64.0
1,AGUASCALIENTES,4,31.66555691454279,1,25.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
2,BAJA CALIFORNIA,7,54.763392331110985,4,57.14285714285714,240-160 SIN TOPES,CALIFICADA,167,101,63.5
3,BAJA CALIFORNIA SUR,3,42.997038134024436,1,33.33333333333333,240-160 SIN TOPES,CALIFICADA,167,101,63.5
4,CAMPECHE,3,42.67660828853824,1,33.33333333333333,240-160 SIN TOPES,CALIFICADA,167,101,63.5
5,CHIAPAS,6,43.002058489994575,2,33.33333333333333,240-160 SIN TOPES,CALIFICADA,167,101,63.5
6,CHIHUAHUA,3,42.774626560106285,1,33.33333333333333,240-160 SIN TOPES,CALIFICADA,167,101,63.5
7,COAHUILA,10,39.180677652291415,4,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
8,COLIMA,7,38.58590298956263,2,28.57142857142857,240-160 SIN TOPES,CALIFICADA,167,101,63.5
9,CIUDAD DE MEXICO,15,41.55127007366435,6,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
10,DURANGO,5,40.39385520728062,2,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
11,GUANAJUATO,11,36.016378336401154,4,36.36363636363637,240-160 SIN TOPES,CALIFICADA,167,101,63.5
12,GUERRERO,7,50.31543402045858,3,42.857142857142854,240-160 SIN TOPES,CALIFICADA,167,101,63.5
13,HIDALGO,6,48.534195028198056,3,50.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
14,JALISCO,14,31.337710665030254,4,28.57142857142857,240-160 SIN TOPES,CALIFICADA,167,101,63.5
15,MEXICO,26,42.49,12,46.15384615384615,240-160 SIN TOPES,CALIFICADA,167,101,63.5
16,MICHOACAN,9,42.49,4,44.44444444444444,240-160 SIN TOPES,CALIFICADA,167,101,63.5
17,MORELOS,5,42.64149451460652,2,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
18,NAYARIT,4,42.54942096080667,1,25.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
19,NUEVO LEON,10,25.792150696751687,2,20.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
20,OAXACA,8,50.91784642853906,4,50.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
21,PUEBLA,11,44.86360897264446,5,45.45454545454545,240-160 SIN TOPES,CALIFICADA,167,101,63.5
22,QUERETARO,5,42.49,2,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
23,QUINTANA ROO,5,48.2703069682522,2,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
24,SAN LUIS POTOSI,6,23.443717284631212,1,16.666666666666664,240-160 SIN TOPES,CALIFICADA,167,101,63.5
25,SINALOA,6,53.32629040916983,3,50.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
26,SONORA,6,48.16211756385862,3,50.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
27,TABASCO,5,65.0396056879494,3,60.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
28,TAMAULIPAS,7,49.17376507449586,3,42.857142857142854,240-160 SIN TOPES,CALIFICADA,167,101,63.5
29,TLAXCALA,4,41.916153847263224,1,25.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
30,VERACRUZ,13,51.10611666676629,7,53.84615384615385,240-160 SIN TOPES,CALIFICADA,167,101,63.5
31,YUCATAN,5,42.49,2,40.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
32,ZACATECAS,4,34.86776638089406,1,25.0,240-160 SIN TOPES,CALIFICADA,167,101,63.5
1,AGUASCALIENTES,4,31.66555691454279,1,25.0,240-160 CON TOPES,SIMPLE,125,76,47.5
2,BAJA CALIFORNIA,7,54.763392331110985,4,57.14285714285714,240-160 CON TOPES,SIMPLE,125,76,47.5
3,BAJA CALIFORNIA SUR,3,42.997038134024436,1,33.33333333333333,240-160 CON TOPES,SIMPLE,125,76,47.5
4,CAMPECHE,3,42.67660828853824,1,33.33333333333333,240-160 CON TOPES,SIMPLE,125,76,47.5
5,CHIAPAS,6,43.002058489994575,2,33.33333333333333,240-160 CON TOPES,SIMPLE,125,76,47.5
6,CHIHUAHUA,3,42.774626560106285,1,33.33333333333333,240-160 CON TOPES,SIMPLE,125,76,47.5
7,COAHUILA,10,39.180677652291415,4,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
8,COLIMA,7,38.58590298956263,2,28.57142857142857,240-160 CON TOPES,SIMPLE,125,76,47.5
9,CIUDAD DE MEXICO,15,41.55127007366435,6,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
10,DURANGO,5,40.39385520728062,2,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
11,GUANAJUATO,11,36.016378336401154,4,36.36363636363637,240-160 CON TOPES,SIMPLE,125,76,47.5
12,GUERRERO,7,50.31543402045858,3,42.857142857142854,240-160 CON TOPES,SIMPLE,125,76,47.5
13,HIDALGO,6,48.534195028198056,3,50.0,240-160 CON TOPES,SIMPLE,125,76,47.5
14,JALISCO,14,31.337710665030254,4,28.57142857142857,240-160 CON TOPES,SIMPLE,125,76,47.5
15,MEXICO,26,42.49,12,46.15384615384615,240-160 CON TOPES,SIMPLE,125,76,47.5
16,MICHOACAN,9,42.49,4,44.44444444444444,240-160 CON TOPES,SIMPLE,125,76,47.5
17,MORELOS,5,42.64149451460652,2,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
18,NAYARIT,4,42.54942096080667,1,25.0,240-160 CON TOPES,SIMPLE,125,76,47.5
19,NUEVO LEON,10,25.792150696751687,2,20.0,240-160 CON TOPES,SIMPLE,125,76,47.5
20,OAXACA,8,50.91784642853906,4,50.0,240-160 CON TOPES,SIMPLE,125,76,47.5
21,PUEBLA,11,44.86360897264446,5,45.45454545454545,240-160 CON TOPES,SIMPLE,125,76,47.5
22,QUERETARO,5,42.49,2,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
23,QUINTANA ROO,5,48.2703069682522,2,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
24,SAN LUIS POTOSI,6,23.443717284631212,1,16.666666666666664,240-160 CON TOPES,SIMPLE,125,76,47.5
25,SINALOA,6,53.32629040916983,3,50.0,240-160 CON TOPES,SIMPLE,125,76,47.5
26,SONORA,6,48.16211756385862,3,50.0,240-160 CON TOPES,SIMPLE,125,76,47.5
27,TABASCO,5,65.0396056879494,3,60.0,240-160 CON TOPES,SIMPLE,125,76,47.5
28,TAMAULIPAS,7,49.17376507449586,3,42.857142857142854,240-160 CON TOPES,SIMPLE,125,76,47.5
29,TLAXCALA,4,41.916153847263224,1,25.0,240-160 CON TOPES,SIMPLE,125,76,47.5
30,VERACRUZ,13,51.10611666676629,7,53.84615384615385,240-160 CON TOPES,SIMPLE,125,76,47.5
31,YUCATAN,5,42.49,2,40.0,240-160 CON TOPES,SIMPLE,125,76,47.5
32,ZACATECAS,4,34.86776638089406,1,25.0,240-160 CON TOPES,SIMPLE,125,76,47.5
